country,iso3,year,gdp_current_usd
Italy,ITA,2017,1970720904584.71
Italy,ITA,2018,2099435266458.67
Italy,ITA,2019,2019606796583.53
Italy,ITA,2020,1907481094079.23
Italy,ITA,2021,2179207773596.09
Italy,ITA,2022,2104067630319.46
Italy,ITA,2023,2316727999333.18
Italy,ITA,2024,2380825077243.59
Japan,JPN,1960,47419238274.4619
Japan,JPN,1961,57266758179.5883
Japan,JPN,1962,64987857541.6256
Japan,JPN,1963,74379284603.3875
Japan,JPN,1964,87490590817.9803
Japan,JPN,1965,97338107605.8236
Japan,JPN,1966,113046784179.289
Japan,JPN,1967,132475614226.519
Japan,JPN,1968,156897496759.128
Japan,JPN,1969,184298841304.667
Japan,JPN,1970,217223652719.444
Japan,JPN,1971,245364056622.363
Japan,JPN,1972,324933841268.585
Japan,JPN,1973,441460582535.921
Japan,JPN,1974,490035789970.299
Japan,JPN,1975,532861438884.724
Japan,JPN,1976,598883902155.605
Japan,JPN,1977,737069290927.712
Japan,JPN,1978,1035611588216.59
Japan,JPN,1979,1077910077676.37
Japan,JPN,1980,1129377244854.04
Japan,JPN,1981,1245221410764.15
Japan,JPN,1982,1158731426905.85
Japan,JPN,1983,1270859919742.9
Japan,JPN,1984,1345824500836.76
Japan,JPN,1985,1427019759717.41
Japan,JPN,1986,2120083812109.91
Japan,JPN,1987,2580748422781.09
Japan,JPN,1988,3125724434400.79
Japan,JPN,1989,3109455047823.93
Japan,JPN,1990,3185904656663.85
Japan,JPN,1991,3648065760648.88
Japan,JPN,1992,3980702922117.66
Japan,JPN,1993,4536940479038.25
Japan,JPN,1994,4998797547740.97
Japan,JPN,1995,5545563663889.7
Japan,JPN,1996,4923391533851.63
Japan,JPN,1997,4492448605638.94
Japan,JPN,1998,4098362709531.24
Japan,JPN,1999,4635982224063.88
Japan,JPN,2000,4968359075956.59
Japan,JPN,2001,4374711694090.87
Japan,JPN,2002,4182846045873.61
Japan,JPN,2003,4519561645253.53
Japan,JPN,2004,4893116005656.56
Japan,JPN,2005,4831467035389.8
Japan,JPN,2006,4601663122649.92
Japan,JPN,2007,4579750920354.81
Japan,JPN,2008,5106679115127.3
Japan,JPN,2009,5289493117993.89
Japan,JPN,2010,5759071769013.11
Japan,JPN,2011,6233147172341.35
Japan,JPN,2012,6272362996105.03
Japan,JPN,2013,5212328181166.18
Japan,JPN,2014,4896994405353.29
Japan,JPN,2015,4444930651964.18
Japan,JPN,2016,5003677627544.24
Japan,JPN,2017,4930837369151.42
Japan,JPN,2018,5040880939324.86
Japan,JPN,2019,5117993853016.51
Japan,JPN,2020,5054068005376.28
Japan,JPN,2021,5039148168861.22
Japan,JPN,2022,4262463317796.53
Japan,JPN,2023,4213167237905.83
Japan,JPN,2024,4027597523550.58
Kazakhstan,KAZ,1990,26932016269.6107
Kazakhstan,KAZ,1991,24923076923.0769
Kazakhstan,KAZ,1992,24917355371.9008
Kazakhstan,KAZ,1993,23409260879.9427
Kazakhstan,KAZ,1994,21250792886.1054
Kazakhstan,KAZ,1995,20374302652.3819
Kazakhstan,KAZ,1996,21035357936.8796
Kazakhstan,KAZ,1997,22165932062.966
Kazakhstan,KAZ,1998,22135245507.3656
Kazakhstan,KAZ,1999,16870817181.7799
Kazakhstan,KAZ,2000,18291990662.0356
Kazakhstan,KAZ,2001,22152689179.8815
Kazakhstan,KAZ,2002,24636598527.4437
Kazakhstan,KAZ,2003,30833692900.1091
Kazakhstan,KAZ,2004,43151647002.6096
Kazakhstan,KAZ,2005,57123671733.8952
Kazakhstan,KAZ,2006,81003864630.018
Kazakhstan,KAZ,2007,104849915058.376
Kazakhstan,KAZ,2008,133441648851.982
Kazakhstan,KAZ,2009,115308686941.38
Kazakhstan,KAZ,2010,148047348240.643
Kazakhstan,KAZ,2011,192626464617.071
Kazakhstan,KAZ,2012,207998568865.789
Kazakhstan,KAZ,2013,236634603409.089
Kazakhstan,KAZ,2014,221415613595.469
Kazakhstan,KAZ,2015,184388404706.042
Kazakhstan,KAZ,2016,137278320084.171
Kazakhstan,KAZ,2017,166805788827.233
Kazakhstan,KAZ,2018,179339977690.485
Kazakhstan,KAZ,2019,181667184854.501
Kazakhstan,KAZ,2020,171082365861.423
Kazakhstan,KAZ,2021,197112255360.612
Kazakhstan,KAZ,2022,225496328925.494
Kazakhstan,KAZ,2023,261840101059.923
Kazakhstan,KAZ,2024,291480274648.826
"Korea, Rep.",KOR,1960,3973069306.93069
"Korea, Rep.",KOR,1961,2427244760.66918
"Korea, Rep.",KOR,1962,2826923076.92308
"Korea, Rep.",KOR,1963,4007692307.69231
"Korea, Rep.",KOR,1964,3476789681.58031
"Korea, Rep.",KOR,1965,3141131708.31319
"Korea, Rep.",KOR,1966,3957064541.39218
"Korea, Rep.",KOR,1967,4895076717.9993
"Korea, Rep.",KOR,1968,6167109472.42856
"Korea, Rep.",KOR,1969,7743940188.95006
"Korea, Rep.",KOR,1970,9085001793.55852
"Korea, Rep.",KOR,1971,10005257131.3347
"Korea, Rep.",KOR,1972,10990490569.7259
"Korea, Rep.",KOR,1973,14067523813.0386
"Korea, Rep.",KOR,1974,19860929976.698
"Korea, Rep.",KOR,1975,22126033057.8512
"Korea, Rep.",KOR,1976,30371074380.1653
"Korea, Rep.",KOR,1977,39064462809.9174
"Korea, Rep.",KOR,1978,52824793388.4297
"Korea, Rep.",KOR,1979,68083884297.5207
"Korea, Rep.",KOR,1980,66547970350.6151
"Korea, Rep.",KOR,1981,74287368087.3467
"Korea, Rep.",KOR,1982,79921300446.6517
"Korea, Rep.",KOR,1983,89621208322.3386
"Korea, Rep.",KOR,1984,99749645088.5994
"Korea, Rep.",KOR,1985,103764281280.89
"Korea, Rep.",KOR,1986,119965960795.24
"Korea, Rep.",KOR,1987,152240393645.506
"Korea, Rep.",KOR,1988,205477530605.222
"Korea, Rep.",KOR,1989,254236243100.439
"Korea, Rep.",KOR,1990,292064221388.988
"Korea, Rep.",KOR,1991,340851946803.812
"Korea, Rep.",KOR,1992,366921291824.719
"Korea, Rep.",KOR,1993,405705302846.447
"Korea, Rep.",KOR,1994,479181794216.859
"Korea, Rep.",KOR,1995,586286469400.665
"Korea, Rep.",KOR,1996,631196863758.281
"Korea, Rep.",KOR,1997,589202526424.141
"Korea, Rep.",KOR,1998,397297216492.19
"Korea, Rep.",KOR,1999,515697079289.011
"Korea, Rep.",KOR,2000,597487173479.109
"Korea, Rep.",KOR,2001,567564806235.441
"Korea, Rep.",KOR,2002,650014391470.21
"Korea, Rep.",KOR,2003,728516494684.269
"Korea, Rep.",KOR,2004,823251107638.814
"Korea, Rep.",KOR,2005,971740329983.878
"Korea, Rep.",KOR,2006,1095175538508.19
"Korea, Rep.",KOR,2007,1220911904593.06
"Korea, Rep.",KOR,2008,1091580692542.34
"Korea, Rep.",KOR,2009,983065242417.36
"Korea, Rep.",KOR,2010,1192830015737.68
"Korea, Rep.",KOR,2011,1307103477219.1
"Korea, Rep.",KOR,2012,1335343586437.67
"Korea, Rep.",KOR,2013,1434669686501.84
"Korea, Rep.",KOR,2014,1556252422020.44
"Korea, Rep.",KOR,2015,1539212301135.55
"Korea, Rep.",KOR,2016,1579150518945.44
"Korea, Rep.",KOR,2017,1710196756713.17
"Korea, Rep.",KOR,2018,1824251454306.83
"Korea, Rep.",KOR,2019,1751045752054.63
"Korea, Rep.",KOR,2020,1744070276373.34
"Korea, Rep.",KOR,2021,1942313560965.9
"Korea, Rep.",KOR,2022,1799363116866.52
"Korea, Rep.",KOR,2023,1844800934391.54
"Korea, Rep.",KOR,2024,1875388209406.8
Malaysia,MYS,1960,1916229477.13657
Malaysia,MYS,1961,1901856122.72231
Malaysia,MYS,1962,2001489602.18475
Malaysia,MYS,1963,2510110348.16184
Malaysia,MYS,1964,2674423922.48842
Malaysia,MYS,1965,2956337669.29525
Malaysia,MYS,1966,3143517943.82632
Malaysia,MYS,1967,3188924677.08953
Malaysia,MYS,1968,3330371551.21161
Malaysia,MYS,1969,3664552041.34299
Malaysia,MYS,1970,3864145667.41365
Malaysia,MYS,1971,4244395955.78358
Malaysia,MYS,1972,5043347250.41815
Malaysia,MYS,1973,7662902677.9027
Malaysia,MYS,1974,9496204301.74981
Malaysia,MYS,1975,9298800799.46702
Malaysia,MYS,1976,11050234598.6249
Malaysia,MYS,1977,13139488632.5546
Malaysia,MYS,1978,16358079862.1096
Malaysia,MYS,1979,21213264962.0141
Malaysia,MYS,1980,24488224677.2105
Malaysia,MYS,1981,25004285791.7865
Malaysia,MYS,1982,26804493635.3297
Malaysia,MYS,1983,30347442110.9316
Malaysia,MYS,1984,33942897422.0465
Malaysia,MYS,1985,31199633352.9598
Malaysia,MYS,1986,27734111399.7525
Malaysia,MYS,1987,32181210157.9671
Malaysia,MYS,1988,35272109220.1988
Malaysia,MYS,1989,38847965292.9185
Malaysia,MYS,1990,44024585239.6137
Malaysia,MYS,1991,49143148094.2683
Malaysia,MYS,1992,59167550162.956
Malaysia,MYS,1993,66894966968.9736
Malaysia,MYS,1994,74478356957.7808
Malaysia,MYS,1995,88705342902.7113
Malaysia,MYS,1996,100855393910.486
Malaysia,MYS,1997,100005323301.867
Malaysia,MYS,1998,72167498980.8398
Malaysia,MYS,1999,79148421052.6316
Malaysia,MYS,2000,93789736842.1053
Malaysia,MYS,2001,92783947368.4211
Malaysia,MYS,2002,100845526315.789
Malaysia,MYS,2003,110202368421.053
Malaysia,MYS,2004,124749473684.211
Malaysia,MYS,2005,143534405818.501
Malaysia,MYS,2006,162692258307.056
Malaysia,MYS,2007,193549569477.733
Malaysia,MYS,2008,230811614370.384
Malaysia,MYS,2009,202257453036.641
Malaysia,MYS,2010,255017638455.59
Malaysia,MYS,2011,297951668674.835
Malaysia,MYS,2012,314443047642.111
Malaysia,MYS,2013,323276235524.415
Malaysia,MYS,2014,338066095097.254
Malaysia,MYS,2015,301355266964.947
Malaysia,MYS,2016,301256033870.334
Malaysia,MYS,2017,319109094160.343
Malaysia,MYS,2018,358788845712.53
Malaysia,MYS,2019,365177721021.516
Malaysia,MYS,2020,337456163961.211
Malaysia,MYS,2021,373784553029.978
Malaysia,MYS,2022,407830525989.553
Malaysia,MYS,2023,399949418752.657
Malaysia,MYS,2024,422227005428.688
Mauritius,MUS,1960,162089563.829564
Mauritius,MUS,1961,191757729.477729
Mauritius,MUS,1962,197738207.858208
Mauritius,MUS,1963,253839557.949558
Mauritius,MUS,1964,218914569.184569
Mauritius,MUS,1965,230024160.524161
Mauritius,MUS,1966,227534083.454083
Mauritius,MUS,1967,238439290.867222
Mauritius,MUS,1968,206576630.576631
Mauritius,MUS,1969,221553612.873613
Mauritius,MUS,1970,224125805.005805
Mauritius,MUS,1971,251437337.841491
Mauritius,MUS,1972,318664899.637091
Mauritius,MUS,1973,404285775.079719
Mauritius,MUS,1974,669894029.624369
Mauritius,MUS,1975,673311287.073382
Mauritius,MUS,1976,713510051.522669
Mauritius,MUS,1977,834722972.199873
Mauritius,MUS,1978,1029040323.36704
Mauritius,MUS,1979,1227446632.17561
Mauritius,MUS,1980,1147027924.10804
Mauritius,MUS,1981,1157769443.59463
Mauritius,MUS,1982,1092923635.57767
Mauritius,MUS,1983,1104956573.09802
Mauritius,MUS,1984,1054564759.05328
Mauritius,MUS,1985,1090611324.6814
Mauritius,MUS,1986,1482601552.40192
Mauritius,MUS,1987,1906174437.96762
Mauritius,MUS,1988,2163252449.13108
Mauritius,MUS,1989,2211312823.20576
Mauritius,MUS,1990,2689212760.18576
Mauritius,MUS,1991,2895354736.18332
Mauritius,MUS,1992,3267677814.23984
Mauritius,MUS,1993,3307302125.87528
Mauritius,MUS,1994,3606050873.0139
Mauritius,MUS,1995,4094741652.30048
Mauritius,MUS,1996,4481489761.54368
Mauritius,MUS,1997,4243755307.55239
Mauritius,MUS,1998,4225813976.36359
Mauritius,MUS,1999,4402193195.46945
Mauritius,MUS,2000,4726108622.47661
Mauritius,MUS,2001,4675755867.17657
Mauritius,MUS,2002,4906494249.38255
Mauritius,MUS,2003,5894873919.74797
Mauritius,MUS,2004,6667418752.07307
Mauritius,MUS,2005,6576108447.47531
Mauritius,MUS,2006,7137710412.93687
Mauritius,MUS,2007,8277442915.00168
Mauritius,MUS,2008,10127777060.4113
Mauritius,MUS,2009,9264513545.14108
Mauritius,MUS,2010,10144716154.9356
Mauritius,MUS,2011,11677718382.4259
Mauritius,MUS,2012,11832323837.1071
Mauritius,MUS,2013,12434596541.2996
Mauritius,MUS,2014,13230490081.5656
Mauritius,MUS,2015,12162211503.0793
Mauritius,MUS,2016,12757680846.5663
Mauritius,MUS,2017,13896938315.2799
Mauritius,MUS,2018,14957535715.9696
Mauritius,MUS,2019,14645235204.6176
Mauritius,MUS,2020,11566111137.5568
Mauritius,MUS,2021,11622048696.8129
Mauritius,MUS,2022,12936444123.3037
Mauritius,MUS,2023,14072212290.4596
Mauritius,MUS,2024,14937861786.17
Monaco,MCO,1970,293127333.238065
Monaco,MCO,1971,327706210.435217
Monaco,MCO,1972,402451900.821288
Monaco,MCO,1973,523554039.203208
Monaco,MCO,1974,563949254.114034
Monaco,MCO,1975,711978961.893674
Monaco,MCO,1976,735324244.667397
Monaco,MCO,1977,811191392.224277
Monaco,MCO,1978,1000555218.03209
Monaco,MCO,1979,1209870147.49099
Monaco,MCO,1980,1378175524.11186
Monaco,MCO,1981,1205188647.93163
Monaco,MCO,1982,1143216456.56796
Monaco,MCO,1983,1092560364.51959
Monaco,MCO,1984,1037329604.35108
Monaco,MCO,1985,1082867507.33142
Monaco,MCO,1986,1515234743.47367
Monaco,MCO,1987,1839081463.27676
Monaco,MCO,1988,2000704744.91538
Monaco,MCO,1989,2010083833.1726
Monaco,MCO,1990,2481307077.10989
Monaco,MCO,1991,2480540845.33242
Monaco,MCO,1992,2737049230.70442
Monaco,MCO,1993,2574494355.73357
Monaco,MCO,1994,2720332134.53623
Monaco,MCO,1995,3130309995.30848
Monaco,MCO,1996,3137886994.52207
Monaco,MCO,1997,2840195190.36905
Monaco,MCO,1998,2934593467.68589
Monaco,MCO,1999,2907118641.17756
Monaco,MCO,2000,2654462665.26893
Monaco,MCO,2001,2673723033.71239
Monaco,MCO,2002,2919647981.81473
Monaco,MCO,2003,3597089750.78276
Monaco,MCO,2004,4043551488.82603
Monaco,MCO,2005,4204652898.73103
Monaco,MCO,2006,4586826512.71356
Monaco,MCO,2007,5875790766.2621
Monaco,MCO,2008,6502942244.93068
Monaco,MCO,2009,5474379252.34114
Monaco,MCO,2010,5367561569.59548
Monaco,MCO,2011,6088689808.38347
Monaco,MCO,2012,5742749294.00852
Monaco,MCO,2013,6555591709.88585
Monaco,MCO,2014,7070017323.65476
Monaco,MCO,2015,6264756528.37691
Monaco,MCO,2016,6471290793.55029
Monaco,MCO,2017,6430254652.58934
Monaco,MCO,2018,7184333936.01355
Monaco,MCO,2019,7383496254.23721
Monaco,MCO,2020,6730736282.78961
Monaco,MCO,2021,8623242743.29564
Monaco,MCO,2022,8800430486.17137
Monaco,MCO,2023,10003892565.2005
Monaco,MCO,2024,11125783372.4794
Namibia,NAM,1980,2421990338.12083
Namibia,NAM,1981,2249908578.03115
Namibia,NAM,1982,2118710248.32937
Namibia,NAM,1983,2297400687.55049
Namibia,NAM,1984,1951260037.94542
Namibia,NAM,1985,1608237350.44365
Namibia,NAM,1986,1809048527.11034
Namibia,NAM,1987,2300068216.96898
Namibia,NAM,1988,2495094746.44024
Namibia,NAM,1989,2535135797.50766
Namibia,NAM,1990,2789921853.53112
Namibia,NAM,1991,2996869281.48364
Namibia,NAM,1992,3429521699.4026
Namibia,NAM,1993,3251188833.14533
Namibia,NAM,1994,3666503529.62911
Namibia,NAM,1995,3978514206.31168
Namibia,NAM,1996,3989163196.56767
Namibia,NAM,1997,4154989950.00393
Namibia,NAM,1998,3873109865.55683
Namibia,NAM,1999,3868551730.39163
Namibia,NAM,2000,3922232164.83175
Namibia,NAM,2001,3557341215.15159
Namibia,NAM,2002,3349169826.38896
Namibia,NAM,2003,4926439383.51425
Namibia,NAM,2004,6609205994.77406
Namibia,NAM,2005,7248374837.72056
Namibia,NAM,2006,8001779551.06323
Namibia,NAM,2007,8839536475.99963
Namibia,NAM,2008,8607431497.49471
Namibia,NAM,2009,8938847189.07592
Namibia,NAM,2010,11431412421.1316
Namibia,NAM,2011,12523359440.5499
Namibia,NAM,2012,13042053591.6857
Namibia,NAM,2013,12043307277.1235
Namibia,NAM,2014,12435430969.6301
Namibia,NAM,2015,11335161083.5061
Namibia,NAM,2016,10722018732.0936
Namibia,NAM,2017,12895153370.9132
Namibia,NAM,2018,13682019076.4022
Namibia,NAM,2019,12541928303.48
Namibia,NAM,2020,10583748541.5258
Namibia,NAM,2021,12402486183.6396
Namibia,NAM,2022,12569449123.3661
Namibia,NAM,2023,12408271449.2244
Namibia,NAM,2024,13372354511.716
Netherlands,NLD,1960,13282979014.563
Netherlands,NLD,1961,14599836396.388
Netherlands,NLD,1962,15847582341.1664
Netherlands,NLD,1963,17193744109.0367
Netherlands,NLD,1964,20232048552.8327
Netherlands,NLD,1965,22721869808.1438
Netherlands,NLD,1966,24741480717.0389
Netherlands,NLD,1967,27143828098.7481
Netherlands,NLD,1968,30097635750.982
Netherlands,NLD,1969,34086038090.3986
Netherlands,NLD,1970,38220884519.3888
Netherlands,NLD,1971,44644730576.4411
Netherlands,NLD,1972,54787070173.0294
Netherlands,NLD,1973,71946639602.7117
Netherlands,NLD,1974,87371810804.1643
Netherlands,NLD,1975,100397061693.97
Netherlands,NLD,1976,109329386564.427
Netherlands,NLD,1977,127203923857.412
Netherlands,NLD,1978,156089077205.133
Netherlands,NLD,1979,179933827309.678
Netherlands,NLD,1980,195439301706.939
Netherlands,NLD,1981,164375775854.456
Netherlands,NLD,1982,158712765536.024
Netherlands,NLD,1983,153671294108.563
Netherlands,NLD,1984,144124462912.088
Netherlands,NLD,1985,144057523221.868
Netherlands,NLD,1986,201157708220.903
Netherlands,NLD,1987,245406949521.323
Netherlands,NLD,1988,262295966105.474
Netherlands,NLD,1989,258716904291.801
Netherlands,NLD,1990,318799003993.707
Netherlands,NLD,1991,327982316124.47
Netherlands,NLD,1992,363497050125.313
Netherlands,NLD,1993,354070495965.828
Netherlands,NLD,1994,379688232231.505
Netherlands,NLD,1995,452967334614.329
Netherlands,NLD,1996,451372549019.608
Netherlands,NLD,1997,417506211881.635
Netherlands,NLD,1998,438612530548.767
Netherlands,NLD,1999,447778514140.155
Netherlands,NLD,2000,417649282153.726
Netherlands,NLD,2001,432536219668.898
Netherlands,NLD,2002,475529972122.746
Netherlands,NLD,2003,582435617081.96
Netherlands,NLD,2004,661224886143.245
Netherlands,NLD,2005,688133699635.797
Netherlands,NLD,2006,737593995289.411
Netherlands,NLD,2007,853499460872.552
Netherlands,NLD,2008,957901566041.406
Netherlands,NLD,2009,878954223140.234
Netherlands,NLD,2010,852464982433.335
Netherlands,NLD,2011,913140741332.687
Netherlands,NLD,2012,845689017065.625
Netherlands,NLD,2013,883951539006.669
Netherlands,NLD,2014,901556501756.467
Netherlands,NLD,2015,775743675302.734
Netherlands,NLD,2016,797163949289.885
Netherlands,NLD,2017,848233537845.884
Netherlands,NLD,2018,929733599796.862
Netherlands,NLD,2019,928903005576.469
Netherlands,NLD,2020,932560861701.17
Netherlands,NLD,2021,1054472123449.6
Netherlands,NLD,2022,1046540797548.64
Netherlands,NLD,2023,1135475867551.0
Netherlands,NLD,2024,1214927698572.66
New Zealand,NZL,1960,5536098360.49526
New Zealand,NZL,1961,5721994864.23066
New Zealand,NZL,1962,6133158532.21667
New Zealand,NZL,1963,6699741645.07827
New Zealand,NZL,1964,7340766415.01868
New Zealand,NZL,1965,5706251400.19577
New Zealand,NZL,1966,5917437693.37459
New Zealand,NZL,1967,6016017227.09124
New Zealand,NZL,1968,5228045415.27318
New Zealand,NZL,1969,5814357708.51005
New Zealand,NZL,1970,6495605330.94411
New Zealand,NZL,1971,7911136757.06867
New Zealand,NZL,1972,9567331064.65727
New Zealand,NZL,1973,12802281897.8712
New Zealand,NZL,1974,13940981798.1247
New Zealand,NZL,1975,12861983284.3912
New Zealand,NZL,1976,13604832424.0062
New Zealand,NZL,1977,15446825318.4556
New Zealand,NZL,1978,18530518394.6488
New Zealand,NZL,1979,20731243113.2926
New Zealand,NZL,1980,23244547384.6748
New Zealand,NZL,1981,24417617184.2478
New Zealand,NZL,1982,24164603058.9949
New Zealand,NZL,1983,24309279705.5731
New Zealand,NZL,1984,21665975318.8842
New Zealand,NZL,1985,24679795396.4194
New Zealand,NZL,1986,30604668356.5695
New Zealand,NZL,1987,40376354069.9474
New Zealand,NZL,1988,45176811594.2029
New Zealand,NZL,1989,43920222524.7085
New Zealand,NZL,1990,45495129385.0475
New Zealand,NZL,1991,42745329732.163
New Zealand,NZL,1992,41649829859.6342
New Zealand,NZL,1993,46775620817.4327
New Zealand,NZL,1994,55314732279.1379
New Zealand,NZL,1995,63918703506.9075
New Zealand,NZL,1996,70140835299.0148
New Zealand,NZL,1997,66075143415.4952
New Zealand,NZL,1998,56227169851.0448
New Zealand,NZL,1999,58762260625.8758
New Zealand,NZL,2000,52623281956.7031
New Zealand,NZL,2001,53872425916.6248
New Zealand,NZL,2002,66627729311.4495
New Zealand,NZL,2003,88250885550.2626
New Zealand,NZL,2004,103905210084.034
New Zealand,NZL,2005,114720129550.095
New Zealand,NZL,2006,111538810712.665
New Zealand,NZL,2007,137188946865.584
New Zealand,NZL,2008,133437126590.286
New Zealand,NZL,2009,121663439315.385
New Zealand,NZL,2010,146887902524.052
New Zealand,NZL,2011,168484908960.078
New Zealand,NZL,2012,176560711239.147
New Zealand,NZL,2013,191012364176.878
New Zealand,NZL,2014,201518402787.38
New Zealand,NZL,2015,178224167087.99
New Zealand,NZL,2016,189100085275.23
New Zealand,NZL,2017,206745969246.073
New Zealand,NZL,2018,211985631173.205
New Zealand,NZL,2019,213006341101.869
New Zealand,NZL,2020,213029554653.687
New Zealand,NZL,2021,253977931814.967
New Zealand,NZL,2022,249509991440.438
New Zealand,NZL,2023,255194972673.122
New Zealand,NZL,2024,260172385097.616
Norway,NOR,1960,5197398721.41367
Norway,NOR,1961,5669689210.3186
Norway,NOR,1962,6107076928.63372
Norway,NOR,1963,6553269535.51009
Norway,NOR,1964,7206522121.80418
Norway,NOR,1965,8111945661.21624
Norway,NOR,1966,8753940266.90184
Norway,NOR,1967,9577383653.18303
Norway,NOR,1968,10227087165.2414
Norway,NOR,1969,11136187439.8326
Norway,NOR,1970,12814123115.2613
Norway,NOR,1971,14583114840.0629
Norway,NOR,1972,17358610849.701
Norway,NOR,1973,22534253702.8686
Norway,NOR,1974,27145693810.1341
Norway,NOR,1975,32877805200.023
Norway,NOR,1976,35942270686.3374
Norway,NOR,1977,41508030431.1074
Norway,NOR,1978,46522900253.7054
Norway,NOR,1979,53132244623.9213
Norway,NOR,1980,64439382896.0156
Norway,NOR,1981,63596654760.8677
Norway,NOR,1982,62647195537.6511
Norway,NOR,1983,61627240831.0948
Norway,NOR,1984,62057955032.7758
Norway,NOR,1985,65416879914.3907
Norway,NOR,1986,78693118044.0045
Norway,NOR,1987,94229907235.6215
Norway,NOR,1988,101900260856.222
Norway,NOR,1989,102633934390.615
Norway,NOR,1990,119791843059.572
Norway,NOR,1991,121872464483.487
Norway,NOR,1992,130838040067.584
Norway,NOR,1993,120579213712.804
Norway,NOR,1994,127131319428.701
Norway,NOR,1995,152029612324.788
Norway,NOR,1996,163520109150.671
Norway,NOR,1997,161356631888.484
Norway,NOR,1998,154230295158.447
Norway,NOR,1999,162383706021.13
Norway,NOR,2000,171457201935.968
Norway,NOR,2001,174239354070.977
Norway,NOR,2002,195914852576.467
Norway,NOR,2003,229385469337.024
Norway,NOR,2004,265268662473.297
Norway,NOR,2005,309978579743.888
Norway,NOR,2006,346915160681.708
Norway,NOR,2007,402643260487.572
Norway,NOR,2008,464917553191.489
Norway,NOR,2009,387976400617.019
Norway,NOR,2010,431052143940.438
Norway,NOR,2011,501360549669.404
Norway,NOR,2012,512777309840.997
Norway,NOR,2013,526014468085.106
Norway,NOR,2014,501736471832.848
Norway,NOR,2015,388159512245.53
Norway,NOR,2016,370956547619.048
Norway,NOR,2017,401745275035.261
Norway,NOR,2018,439788625883.8
Norway,NOR,2019,408742840909.091
Norway,NOR,2020,367633418886.627
Norway,NOR,2021,503367986030.268
Norway,NOR,2022,596297651035.798
Norway,NOR,2023,482949731776.587
Norway,NOR,2024,483592648313.301
Pakistan,PAK,1960,3749265014.69971
Pakistan,PAK,1961,4118647627.04746
Pakistan,PAK,1962,4310163796.72407
Pakistan,PAK,1963,4630827383.45233
Pakistan,PAK,1964,5204955900.88198
Pakistan,PAK,1965,5929231415.37169
Pakistan,PAK,1966,6561108777.82444
Pakistan,PAK,1967,7464510709.7858
Pakistan,PAK,1968,8041999160.0168
Pakistan,PAK,1969,8683116337.67325
Pakistan,PAK,1970,10027509449.811
Pakistan,PAK,1971,10665896682.0664
Pakistan,PAK,1972,9415016359.56604
Pakistan,PAK,1973,6383429490.21091
Pakistan,PAK,1974,8899191919.19192
Pakistan,PAK,1975,11230606060.6061
Pakistan,PAK,1976,13168080808.0808
Pakistan,PAK,1977,15126060606.0606
Pakistan,PAK,1978,17811515151.5152
Pakistan,PAK,1979,19688383838.3838
Pakistan,PAK,1980,23654444444.4444
Pakistan,PAK,1981,28100606060.6061
Pakistan,PAK,1982,30725971563.981
Pakistan,PAK,1983,28691889763.7795
Pakistan,PAK,1984,31151825467.4978
Pakistan,PAK,1985,31144920844.3272
Pakistan,PAK,1986,31899070055.7967
Pakistan,PAK,1987,33351529274.6869
Pakistan,PAK,1988,38472742808.3167
Pakistan,PAK,1989,40171106279.0078
Pakistan,PAK,1990,40010423970.4576
Pakistan,PAK,1991,45625336680.2047
Pakistan,PAK,1992,48884671947.4657
Pakistan,PAK,1993,51809999353.1614
Pakistan,PAK,1994,52293470813.1336
Pakistan,PAK,1995,60636071684.1918
Pakistan,PAK,1996,63320170084.4076
Pakistan,PAK,1997,62433340468.0228
Pakistan,PAK,1998,62191955814.3478
Pakistan,PAK,1999,62973857068.5113
Pakistan,PAK,2000,99484802344.5277
Pakistan,PAK,2001,97145618479.9038
Pakistan,PAK,2002,97923302809.3537
Pakistan,PAK,2003,112371913740.823
Pakistan,PAK,2004,132216048339.413
Pakistan,PAK,2005,145208562960.767
Pakistan,PAK,2006,161871385506.36
Pakistan,PAK,2007,184140869997.46
Pakistan,PAK,2008,202203748583.854
Pakistan,PAK,2009,187337783856.466
Pakistan,PAK,2010,196709621849.586
Pakistan,PAK,2011,230586581059.665
Pakistan,PAK,2012,250106966104.704
Pakistan,PAK,2013,258657231672.412
Pakistan,PAK,2014,271390474857.632
Pakistan,PAK,2015,299963590534.773
Pakistan,PAK,2016,313630000130.435
Pakistan,PAK,2017,339205534861.1
Pakistan,PAK,2018,356128166704.921
Pakistan,PAK,2019,320909472770.669
Pakistan,PAK,2020,300425609817.981
Pakistan,PAK,2021,348516647445.148
Pakistan,PAK,2022,374890295666.694
Pakistan,PAK,2023,336686348609.266
Pakistan,PAK,2024,371570000121.266
Panama,PAN,1960,537147100.0
Panama,PAN,1961,599026300.0
Panama,PAN,1962,652120900.0
Panama,PAN,1963,722784500.0
Panama,PAN,1964,776137500.0
Panama,PAN,1965,852485300.0
Panama,PAN,1966,928833000.0
Panama,PAN,1967,1034376400.0
Panama,PAN,1968,1112791100.0
Panama,PAN,1969,1221305700.0
Panama,PAN,1970,1351006400.0
Panama,PAN,1971,1523917200.0
Panama,PAN,1972,1673411700.0
Panama,PAN,1973,1913793400.0
Panama,PAN,1974,2188307600.0
Panama,PAN,1975,2435304100.0
Panama,PAN,1976,2588106000.0
